timestamp,mac,boardtype,boardid,temp_max,temp_min,temp_avg,light_max,light_min,light_avg,humidity_min,humidity_max,humidity_avg,model,latitude,longitude,elevation,location,rowid,position,geolocation
2015-03-29T12:45:00+00:00,0013a20040b3155c,1,506,15.5,15.5,15.5,8.0,8.0,8.0,49.9,49.9,49.9,ENV,-37.8203537,144.9404816,0.71,Docklands Library,506-20150329124500,,"-37.8203537, 144.9404816"
2015-03-29T05:50:00+00:00,0013a20040b31583,1,509,26.1,26.1,26.1,98.1,98.1,98.1,34.4,34.4,34.4,ENV,-37.8199043,144.9404851,0.03,Docklands Library,509-20150329055000,,"-37.8199043, 144.9404851"
2015-03-29T06:00:00+00:00,0013a20040b31583,1,509,29.4,29.4,29.4,98.0,98.0,98.0,32.4,32.4,32.4,ENV,-37.8199043,144.9404851,0.03,Docklands Library,509-20150329060000,,"-37.8199043, 144.9404851"
2015-03-29T06:40:00+00:00,0013a20040b31571,1,510,29.0,29.0,29.0,98.1,98.1,98.1,33.0,33.0,33.0,ENV,-37.8197121,144.9413253,2.74,Docklands Library,510-20150329064000,,"-37.8197121, 144.9413253"
2015-03-29T06:45:00+00:00,0013a20040b3155c,1,506,23.2,23.2,23.2,97.0,97.0,97.0,-5.8,-5.8,-5.8,ENV,-37.8203537,144.9404816,0.71,Docklands Library,506-20150329064500,,"-37.8203537, 144.9404816"
2015-03-29T09:15:00+00:00,0013a20040b31571,1,510,17.1,17.1,17.1,1.7,1.7,1.7,51.9,51.9,51.9,ENV,-37.8197121,144.9413253,2.74,Docklands Library,510-20150329091500,,"-37.8197121, 144.9413253"
2015-03-30T09:15:00+00:00,0013a20040b315ec,1,501,15.5,15.5,15.5,0.8,0.8,0.8,66.0,66.0,66.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20150330091500,,"-37.8148084, 144.980999"
2015-03-29T10:35:00+00:00,0013a20040b3155c,1,506,16.1,16.1,16.1,8.0,8.0,8.0,48.1,48.1,48.1,ENV,-37.8203537,144.9404816,0.71,Docklands Library,506-20150329103500,,"-37.8203537, 144.9404816"
2015-03-29T11:50:00+00:00,0013a20040b31583,1,509,16.1,16.1,16.1,3.0,3.0,3.0,56.7,56.7,56.7,ENV,-37.8199043,144.9404851,0.03,Docklands Library,509-20150329115000,,"-37.8199043, 144.9404851"
2015-03-29T19:35:00+00:00,0013a20040b3155c,1,506,12.3,12.3,12.3,7.8,7.8,7.8,50.3,50.3,50.3,ENV,-37.8203537,144.9404816,0.71,Docklands Library,506-20150329193500,,"-37.8203537, 144.9404816"
2015-03-29T12:35:00+00:00,0013a20040b3155c,1,506,15.8,15.8,15.8,7.9,7.9,7.9,49.9,49.9,49.9,ENV,-37.8203537,144.9404816,0.71,Docklands Library,506-20150329123500,,"-37.8203537, 144.9404816"
2015-03-29T14:55:00+00:00,0013a20040b31583,1,509,14.2,14.2,14.2,2.8,2.8,2.8,62.3,62.3,62.3,ENV,-37.8199043,144.9404851,0.03,Docklands Library,509-20150329145500,,"-37.8199043, 144.9404851"
2015-03-29T23:55:00+00:00,0013a20040b5b318,1,502,16.1,16.1,16.1,88.5,88.5,88.5,50.2,50.2,50.2,ENV,-37.8146097,144.9790177,22.57,Fitzroy Gardens,502-20150329235500,,"-37.8146097, 144.9790177"
2015-03-29T14:50:00+00:00,0013a20040b3155c,1,506,13.5,13.5,13.5,7.8,7.8,7.8,47.7,47.7,47.7,ENV,-37.8203537,144.9404816,0.71,Docklands Library,506-20150329145000,,"-37.8203537, 144.9404816"
2015-03-29T16:25:00+00:00,0013a20040b31583,1,509,12.9,12.9,12.9,2.9,2.9,2.9,63.7,63.7,63.7,ENV,-37.8199043,144.9404851,0.03,Docklands Library,509-20150329162500,,"-37.8199043, 144.9404851"
2015-03-29T23:15:00+00:00,0013a20040b31571,1,510,22.6,22.6,22.6,96.5,96.5,96.5,41.0,41.0,41.0,ENV,-37.8197121,144.9413253,2.74,Docklands Library,510-20150329231500,,"-37.8197121, 144.9413253"
2015-03-30T03:55:00+00:00,0013a20040b31583,1,509,25.8,25.8,25.8,97.7,97.7,97.7,32.8,32.8,32.8,ENV,-37.8199043,144.9404851,0.03,Docklands Library,509-20150330035500,,"-37.8199043, 144.9404851"
2015-03-30T11:05:00+00:00,0013a20040b31571,1,510,16.5,16.5,16.5,1.9,1.9,1.9,50.8,50.8,50.8,ENV,-37.8197121,144.9413253,2.74,Docklands Library,510-20150330110500,,"-37.8197121, 144.9413253"
2015-03-29T17:35:00+00:00,0013a20040b3155c,1,506,12.3,12.3,12.3,7.9,7.9,7.9,51.8,51.8,51.8,ENV,-37.8203537,144.9404816,0.71,Docklands Library,506-20150329173500,,"-37.8203537, 144.9404816"
2015-03-29T18:25:00+00:00,0013a20040b3155c,1,506,11.9,11.9,11.9,8.0,8.0,8.0,54.8,54.8,54.8,ENV,-37.8203537,144.9404816,0.71,Docklands Library,506-20150329182500,,"-37.8203537, 144.9404816"
2015-03-29T21:35:00+00:00,0013a20040b31583,1,509,12.3,12.3,12.3,90.9,90.9,90.9,63.1,63.1,63.1,ENV,-37.8199043,144.9404851,0.03,Docklands Library,509-20150329213500,,"-37.8199043, 144.9404851"
2015-03-30T03:40:00+00:00,0013a20040b31571,1,510,27.4,27.4,27.4,97.8,97.8,97.8,34.9,34.9,34.9,ENV,-37.8197121,144.9413253,2.74,Docklands Library,510-20150330034000,,"-37.8197121, 144.9413253"
2015-03-30T09:10:00+00:00,0013a20040b4b755,1,508,16.5,16.5,16.5,1.6,1.6,1.6,51.1,51.1,51.1,ENV,-37.8134078,144.9794923,30.1,Fitzroy Gardens,508-20150330091000,,"-37.8134078, 144.9794923"
2015-03-30T09:10:00+00:00,0013a20040b5b318,1,502,15.2,15.2,15.2,2.4,2.4,2.4,57.4,57.4,57.4,ENV,-37.8146097,144.9790177,22.57,Fitzroy Gardens,502-20150330091000,,"-37.8146097, 144.9790177"
2015-03-30T12:10:00+00:00,0013a20040b31583,1,509,16.8,16.8,16.8,2.8,2.8,2.8,59.6,59.6,59.6,ENV,-37.8199043,144.9404851,0.03,Docklands Library,509-20150330121000,,"-37.8199043, 144.9404851"
2015-03-29T19:30:00+00:00,0013a20040b31583,1,509,12.6,12.6,12.6,2.6,2.6,2.6,63.1,63.1,63.1,ENV,-37.8199043,144.9404851,0.03,Docklands Library,509-20150329193000,,"-37.8199043, 144.9404851"
2015-03-29T20:20:00+00:00,0013a20040b3155c,1,506,11.0,11.0,11.0,27.4,27.4,27.4,51.3,51.3,51.3,ENV,-37.8203537,144.9404816,0.71,Docklands Library,506-20150329202000,,"-37.8203537, 144.9404816"
2015-03-29T21:20:00+00:00,0013a20040b3155c,1,506,11.3,11.3,11.3,84.9,84.9,84.9,51.3,51.3,51.3,ENV,-37.8203537,144.9404816,0.71,Docklands Library,506-20150329212000,,"-37.8203537, 144.9404816"
2015-03-30T01:00:00+00:00,0013a20040b31583,1,509,29.0,29.0,29.0,97.5,97.5,97.5,29.4,29.4,29.4,ENV,-37.8199043,144.9404851,0.03,Docklands Library,509-20150330010000,,"-37.8199043, 144.9404851"
2015-03-30T06:55:00+00:00,0013a20040b31571,1,510,27.4,27.4,27.4,97.9,97.9,97.9,37.9,37.9,37.9,ENV,-37.8197121,144.9413253,2.74,Docklands Library,510-20150330065500,,"-37.8197121, 144.9413253"
2015-03-30T06:20:00+00:00,0013a20040b31583,1,509,27.4,27.4,27.4,98.0,98.0,98.0,34.6,34.6,34.6,ENV,-37.8199043,144.9404851,0.03,Docklands Library,509-20150330062000,,"-37.8199043, 144.9404851"
2015-03-30T08:40:00+00:00,0013a20040b31571,1,510,17.7,17.7,17.7,9.7,9.7,9.7,54.1,54.1,54.1,ENV,-37.8197121,144.9413253,2.74,Docklands Library,510-20150330084000,,"-37.8197121, 144.9413253"
2015-03-30T10:05:00+00:00,0013a20040b315ec,1,501,15.2,15.2,15.2,0.8,0.8,0.8,59.5,59.5,59.5,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20150330100500,,"-37.8148084, 144.980999"
2015-03-30T10:15:00+00:00,0013a20040b315ec,1,501,15.2,15.2,15.2,0.7,0.7,0.7,59.8,59.8,59.8,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20150330101500,,"-37.8148084, 144.980999"
2015-03-30T10:25:00+00:00,0013a20040b315ec,1,501,14.5,14.5,14.5,0.8,0.8,0.8,60.6,60.6,60.6,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20150330102500,,"-37.8148084, 144.980999"
2015-03-30T10:25:00+00:00,0013a20040b516f6,1,507,15.5,15.5,15.5,0.7,0.7,0.7,53.8,53.8,53.8,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20150330102500,,"-37.8149218, 144.9822582"
