timestamp,mac,boardtype,boardid,temp_max,temp_min,temp_avg,light_max,light_min,light_avg,humidity_min,humidity_max,humidity_avg,model,latitude,longitude,elevation,location,rowid,position,geolocation
2015-04-22T17:35:00+00:00,0013a20040b3155c,1,506,12.9,12.9,12.9,7.3,7.3,7.3,61.9,61.9,61.9,ENV,-37.8203537,144.9404816,0.71,Docklands Library,506-20150422173500,,"-37.8203537, 144.9404816"
2015-04-22T18:15:00+00:00,0013a20040b31583,1,509,13.2,13.2,13.2,2.4,2.4,2.4,67.4,67.4,67.4,ENV,-37.8199043,144.9404851,0.03,Docklands Library,509-20150422181500,,"-37.8199043, 144.9404851"
2015-04-22T18:15:00+00:00,0013a20040b3155c,1,506,12.6,12.6,12.6,7.2,7.2,7.2,63.6,63.6,63.6,ENV,-37.8203537,144.9404816,0.71,Docklands Library,506-20150422181500,,"-37.8203537, 144.9404816"
2015-04-23T09:15:00+00:00,0013a20040b315ec,1,501,14.8,14.8,14.8,93.0,93.0,93.0,92.0,92.0,92.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20150423091500,,"-37.8148084, 144.980999"
2015-04-23T19:00:00+00:00,0013a20040b315ec,1,501,15.8,15.8,15.8,1.0,1.0,1.0,91.5,91.5,91.5,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20150423190000,,"-37.8148084, 144.980999"
2015-04-23T19:20:00+00:00,0013a20040b315ec,1,501,15.8,15.8,15.8,1.0,1.0,1.0,92.0,92.0,92.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20150423192000,,"-37.8148084, 144.980999"
2015-04-23T20:05:00+00:00,0013a20040b315ec,1,501,15.2,15.2,15.2,0.8,0.8,0.8,94.3,94.3,94.3,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20150423200500,,"-37.8148084, 144.980999"
2015-04-23T21:25:00+00:00,0013a20040b315ec,1,501,14.5,14.5,14.5,0.9,0.9,0.9,98.6,98.6,98.6,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20150423212500,,"-37.8148084, 144.980999"
2015-04-30T15:40:00+00:00,0013a20040b315ec,1,501,23.2,23.2,23.2,97.3,97.3,97.3,36.0,36.0,36.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20150430154000,,"-37.8148084, 144.980999"
2015-04-30T16:00:00+00:00,0013a20040b315ec,1,501,22.3,22.3,22.3,97.2,97.2,97.2,33.5,33.5,33.5,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20150430160000,,"-37.8148084, 144.980999"
2015-04-30T19:05:00+00:00,0013a20040b315ec,1,501,11.0,11.0,11.0,0.8,0.8,0.8,85.2,85.2,85.2,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20150430190500,,"-37.8148084, 144.980999"
2015-05-02T09:00:00+00:00,0013a20040b315ec,1,501,15.5,15.5,15.5,86.3,86.3,86.3,71.2,71.2,71.2,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20150502090000,,"-37.8148084, 144.980999"
2015-05-02T09:15:00+00:00,0013a20040b315ec,1,501,15.5,15.5,15.5,85.6,85.6,85.6,70.8,70.8,70.8,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20150502091500,,"-37.8148084, 144.980999"
